episode,tag,env_module,env_class,model,success,crashed,timed_out,reward,goal_distance,final_phase,steps,completion_time_s,min_ttc,commit_step,commit_time_s,wait_time_before_commit_s,max_speed_kmh,mean_speed_kmh,max_accel_mps2,min_accel_mps2,mean_abs_accel_mps2,max_abs_jerk_mps3,p90_abs_jerk_mps3,mean_abs_jerk_mps3
55,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,True,False,False,-244.8122746951634,4.976266384124756,DECISION,396,19.8,nan,66,3.35,3.35,27.15771678874488,6.425253130663945,18.239371983139087,-26.363730022448205,3.9614803667622818,461.11706365746517,273.8126735231824,62.278596275747375
56,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,False,True,False,-241.21497774407166,17.508045196533203,CLEAR,321,16.05,nan,69,3.5,3.5,18.981123276070438,4.907485241636263,14.549650194559504,-91.73797806512006,4.2226859026989505,1855.7182959463687,229.03676695407776,64.61013479046738
57,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,True,False,False,-236.65875303414376,4.62924337387085,DECISION,416,20.8,nan,127,6.4,6.4,27.352416852547428,6.177543988401131,13.583789970690555,-26.468509296968932,3.7528549724499882,605.903788030105,267.9677082157166,64.97071383072729
58,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,True,False,False,-221.63432558678664,4.8450751304626465,DECISION,403,20.150000000000002,nan,74,3.75,3.75,28.904691709106853,6.3312691414543725,17.59975968469853,-26.469543619490608,2.9004249893297005,510.73297455613255,152.529724634502,50.098261162426574
59,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,True,False,False,-217.80036230502907,4.648959159851074,DECISION,401,20.05,nan,72,3.6500000000000004,3.6500000000000004,28.690857321799346,6.4078293397389325,15.974600755956182,-26.279172923252656,3.084457299162658,600.9660122221168,156.9452177133996,51.645601515947234
60,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,True,False,False,-227.99409064676007,4.96365213394165,DECISION,397,19.85,nan,76,3.85,3.85,30.135100938722772,6.412849166814407,15.047286507517684,-26.41179166917676,3.8444415461268178,582.2070791881608,190.38996493956566,58.673280020614996
61,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,True,False,False,-230.8325456815868,4.994882583618164,DECISION,457,22.85,nan,84,4.25,4.25,30.911166570660754,5.571951671657462,16.086099501191715,-26.79599215442793,3.542784632884273,574.4908522324795,216.51682023942323,58.14701466219826
62,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,True,False,False,-239.97941643313135,4.883730411529541,DECISION,431,21.55,nan,72,3.6500000000000004,3.6500000000000004,28.700515608169777,5.925685986817418,15.296907733969391,-26.208465230763647,3.1586279888068525,562.2627508343847,181.8284695872308,62.23556977183381
63,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,True,False,False,-200.4598256996071,4.9809393882751465,DECISION,336,16.8,nan,67,3.4000000000000004,3.4000000000000004,27.595463164503276,7.548755510292129,19.20283420241998,-26.18793504352198,2.7536257716477603,623.7495317571354,54.61962545332154,36.923793272413185
64,left_no_timing_30k_det,ppo_env_left_no_timing,CarlaPPOEnvTouchPhase,results/ppo/left_no_timing_30k/ppo_left_no_timing_30k.zip,True,False,False,-220.15350502534415,4.883999824523926,DECISION,364,18.2,nan,65,3.3000000000000003,3.3000000000000003,29.325414373663595,7.007628779264749,15.383610414990684,-25.738450977913566,3.6897907179333282,612.71356420984,182.75396221918578,60.31756158570587
